step	loss
0	9.521212113591304
1	8.670821003291007
2	7.204369045236203
3	6.164430136954574
4	5.14501515818918
5	4.281729752386705
6	3.7180330168583544
7	2.0868783689861203
8	1.4751930306041405
9	0.5201272115449902
